transaction_id,source_row_index,location_id,sector_score,para_a_discrepancy_cr,para_b_discrepancy_cr,total_discrepancy_cr,discrepancy_count,money_value_cr,district_loss_score,history_score,prior_screen_flag,prior_screen_score,risk_label,label_source,risk_category,difficulty,evidence_ids,split,dataset_version,generator_version
UCIA-0369,369,12,1.99,0.43,0.0,0.43,5,13.54,2,0,1,2.4,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0369:discrepancy-count;UCIA-0369:history;UCIA-0369:money-value;UCIA-0369:para-a;UCIA-0369:para-b;UCIA-0369:prior-screen;UCIA-0369:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0370,370,12,1.99,1.65,0.0,1.65,5,0.01,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0370:discrepancy-count;UCIA-0370:history;UCIA-0370:money-value;UCIA-0370:para-a;UCIA-0370:para-b;UCIA-0370:prior-screen;UCIA-0370:sector,development,uci-audit-v1,1.0.0
UCIA-0371,371,8,1.99,1.4,0.0,1.4,5,0.0,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0371:discrepancy-count;UCIA-0371:history;UCIA-0371:money-value;UCIA-0371:para-a;UCIA-0371:para-b;UCIA-0371:prior-screen;UCIA-0371:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0372,372,8,1.99,1.14,0.0,1.14,5,41.82,2,0,1,2.6,1,uci_audit_office_post_audit_finding,misstatement_value,borderline,UCIA-0372:discrepancy-count;UCIA-0372:history;UCIA-0372:money-value;UCIA-0372:para-a;UCIA-0372:para-b;UCIA-0372:prior-screen;UCIA-0372:sector,development,uci-audit-v1,1.0.0
UCIA-0373,373,8,1.99,0.45,0.0,0.45,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0373:discrepancy-count;UCIA-0373:history;UCIA-0373:money-value;UCIA-0373:para-a;UCIA-0373:para-b;UCIA-0373:prior-screen;UCIA-0373:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0374,374,27,1.99,0.6,0.0,0.6,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0374:discrepancy-count;UCIA-0374:history;UCIA-0374:money-value;UCIA-0374:para-a;UCIA-0374:para-b;UCIA-0374:prior-screen;UCIA-0374:sector,development,uci-audit-v1,1.0.0
UCIA-0375,375,29,1.99,0.85,0.0,0.85,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,borderline,UCIA-0375:discrepancy-count;UCIA-0375:history;UCIA-0375:money-value;UCIA-0375:para-a;UCIA-0375:para-b;UCIA-0375:prior-screen;UCIA-0375:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0376,376,9,1.99,1.19,0.0,1.19,5,29.76,2,0,1,2.6,1,uci_audit_office_post_audit_finding,misstatement_value,borderline,UCIA-0376:discrepancy-count;UCIA-0376:history;UCIA-0376:money-value;UCIA-0376:para-a;UCIA-0376:para-b;UCIA-0376:prior-screen;UCIA-0376:sector,development,uci-audit-v1,1.0.0
UCIA-0377,377,32,1.99,1.23,0.0,1.23,5,0.11,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0377:discrepancy-count;UCIA-0377:history;UCIA-0377:money-value;UCIA-0377:para-a;UCIA-0377:para-b;UCIA-0377:prior-screen;UCIA-0377:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0378,378,32,1.99,1.12,0.0,1.12,5,0.05,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0378:discrepancy-count;UCIA-0378:history;UCIA-0378:money-value;UCIA-0378:para-a;UCIA-0378:para-b;UCIA-0378:prior-screen;UCIA-0378:sector,development,uci-audit-v1,1.0.0
UCIA-0379,379,16,1.99,1.53,0.0,1.53,5,0.03,4,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0379:discrepancy-count;UCIA-0379:history;UCIA-0379:money-value;UCIA-0379:para-a;UCIA-0379:para-b;UCIA-0379:prior-screen;UCIA-0379:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0380,380,16,1.99,0.77,0.0,0.77,5,0.0,4,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0380:discrepancy-count;UCIA-0380:history;UCIA-0380:money-value;UCIA-0380:para-a;UCIA-0380:para-b;UCIA-0380:prior-screen;UCIA-0380:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0381,381,16,1.99,0.56,0.0,0.56,5,0.0,4,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0381:discrepancy-count;UCIA-0381:history;UCIA-0381:money-value;UCIA-0381:para-a;UCIA-0381:para-b;UCIA-0381:prior-screen;UCIA-0381:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0382,382,16,1.99,1.82,0.0,1.82,5,85.13,4,0,1,2.8,1,uci_audit_office_post_audit_finding,misstatement_value,borderline,UCIA-0382:discrepancy-count;UCIA-0382:history;UCIA-0382:money-value;UCIA-0382:para-a;UCIA-0382:para-b;UCIA-0382:prior-screen;UCIA-0382:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0383,383,16,1.99,0.44,0.0,0.44,5,0.04,4,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0383:discrepancy-count;UCIA-0383:history;UCIA-0383:money-value;UCIA-0383:para-a;UCIA-0383:para-b;UCIA-0383:prior-screen;UCIA-0383:sector,development,uci-audit-v1,1.0.0
UCIA-0384,384,15,1.99,1.46,0.0,1.46,5,0.0,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0384:discrepancy-count;UCIA-0384:history;UCIA-0384:money-value;UCIA-0384:para-a;UCIA-0384:para-b;UCIA-0384:prior-screen;UCIA-0384:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0385,385,15,1.99,1.12,0.0,1.12,5,10.98,2,0,1,2.6,1,uci_audit_office_post_audit_finding,misstatement_value,borderline,UCIA-0385:discrepancy-count;UCIA-0385:history;UCIA-0385:money-value;UCIA-0385:para-a;UCIA-0385:para-b;UCIA-0385:prior-screen;UCIA-0385:sector,development,uci-audit-v1,1.0.0
UCIA-0386,386,13,1.99,1.56,0.0,1.56,5,0.1,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0386:discrepancy-count;UCIA-0386:history;UCIA-0386:money-value;UCIA-0386:para-a;UCIA-0386:para-b;UCIA-0386:prior-screen;UCIA-0386:sector,development,uci-audit-v1,1.0.0
UCIA-0387,387,13,1.99,0.0,0.0,0.0,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0387:discrepancy-count;UCIA-0387:history;UCIA-0387:money-value;UCIA-0387:para-a;UCIA-0387:para-b;UCIA-0387:prior-screen;UCIA-0387:sector,development,uci-audit-v1,1.0.0
UCIA-0388,388,18,1.99,0.0,0.0,0.0,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0388:discrepancy-count;UCIA-0388:history;UCIA-0388:money-value;UCIA-0388:para-a;UCIA-0388:para-b;UCIA-0388:prior-screen;UCIA-0388:sector,development,uci-audit-v1,1.0.0
UCIA-0389,389,2,1.85,11.24,9.49,20.73,5,173.02,2,0,1,4.4,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0389:discrepancy-count;UCIA-0389:history;UCIA-0389:money-value;UCIA-0389:para-a;UCIA-0389:para-b;UCIA-0389:prior-screen;UCIA-0389:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0390,390,6,1.85,3.7,0.0,3.7,5,0.12,2,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0390:discrepancy-count;UCIA-0390:history;UCIA-0390:money-value;UCIA-0390:para-a;UCIA-0390:para-b;UCIA-0390:prior-screen;UCIA-0390:sector,development,uci-audit-v1,1.0.0
UCIA-0391,391,6,1.85,8.53,0.16,8.69,5,0.52,2,0,1,2.6,1,uci_audit_office_post_audit_finding,planned_para_discrepancy,standard,UCIA-0391:discrepancy-count;UCIA-0391:history;UCIA-0391:money-value;UCIA-0391:para-a;UCIA-0391:para-b;UCIA-0391:prior-screen;UCIA-0391:sector,development,uci-audit-v1,1.0.0
UCIA-0392,392,6,1.85,0.47,1.59,2.06,5,1.24,2,0,1,2.6,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0392:discrepancy-count;UCIA-0392:history;UCIA-0392:money-value;UCIA-0392:para-a;UCIA-0392:para-b;UCIA-0392:prior-screen;UCIA-0392:sector,development,uci-audit-v1,1.0.0
UCIA-0393,393,8,1.85,0.95,1.33,2.28,5,0.07,4,0,1,2.8,1,uci_audit_office_post_audit_finding,historical_record,borderline,UCIA-0393:discrepancy-count;UCIA-0393:history;UCIA-0393:money-value;UCIA-0393:para-a;UCIA-0393:para-b;UCIA-0393:prior-screen;UCIA-0393:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0394,394,8,1.85,13.15,1.63,14.78,5,1.19,4,0,1,3.2,1,uci_audit_office_post_audit_finding,planned_para_discrepancy,standard,UCIA-0394:discrepancy-count;UCIA-0394:history;UCIA-0394:money-value;UCIA-0394:para-a;UCIA-0394:para-b;UCIA-0394:prior-screen;UCIA-0394:sector,development,uci-audit-v1,1.0.0
UCIA-0395,395,8,1.85,3.17,0.44,3.61,5,0.0,4,0,1,2.6,1,uci_audit_office_post_audit_finding,historical_record,standard,UCIA-0395:discrepancy-count;UCIA-0395:history;UCIA-0395:money-value;UCIA-0395:para-a;UCIA-0395:para-b;UCIA-0395:prior-screen;UCIA-0395:sector,development,uci-audit-v1,1.0.0
UCIA-0396,396,8,1.85,7.02,1.77,8.79,5,0.0,4,0,1,3.2,1,uci_audit_office_post_audit_finding,planned_para_discrepancy,standard,UCIA-0396:discrepancy-count;UCIA-0396:history;UCIA-0396:money-value;UCIA-0396:para-a;UCIA-0396:para-b;UCIA-0396:prior-screen;UCIA-0396:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0397,397,16,1.85,0.0,0.0,0.0,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0397:discrepancy-count;UCIA-0397:history;UCIA-0397:money-value;UCIA-0397:para-a;UCIA-0397:para-b;UCIA-0397:prior-screen;UCIA-0397:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0398,398,8,1.85,0.95,0.0,0.95,5,0.13,4,0,1,2.4,1,uci_audit_office_post_audit_finding,historical_record,borderline,UCIA-0398:discrepancy-count;UCIA-0398:history;UCIA-0398:money-value;UCIA-0398:para-a;UCIA-0398:para-b;UCIA-0398:prior-screen;UCIA-0398:sector,development,uci-audit-v1,1.0.0
UCIA-0399,399,8,1.85,0.0,0.0,0.0,5,10.53,4,0,1,2.6,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0399:discrepancy-count;UCIA-0399:history;UCIA-0399:money-value;UCIA-0399:para-a;UCIA-0399:para-b;UCIA-0399:prior-screen;UCIA-0399:sector,development,uci-audit-v1,1.0.0
UCIA-0400,400,16,1.85,9.19,4.2,13.39,5,0.52,2,0,1,3.6,1,uci_audit_office_post_audit_finding,planned_para_discrepancy,standard,UCIA-0400:discrepancy-count;UCIA-0400:history;UCIA-0400:money-value;UCIA-0400:para-a;UCIA-0400:para-b;UCIA-0400:prior-screen;UCIA-0400:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0401,401,19,1.85,9.14,1.22,10.36,5,0.0,6,0,1,3.4,1,uci_audit_office_post_audit_finding,planned_para_discrepancy,standard,UCIA-0401:discrepancy-count;UCIA-0401:history;UCIA-0401:money-value;UCIA-0401:para-a;UCIA-0401:para-b;UCIA-0401:prior-screen;UCIA-0401:sector,development,uci-audit-v1,1.0.0
UCIA-0402,402,6,1.85,0.26,0.0,0.26,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0402:discrepancy-count;UCIA-0402:history;UCIA-0402:money-value;UCIA-0402:para-a;UCIA-0402:para-b;UCIA-0402:prior-screen;UCIA-0402:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0403,403,31,1.85,3.05,0.05,3.1,5,0.0,2,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0403:discrepancy-count;UCIA-0403:history;UCIA-0403:money-value;UCIA-0403:para-a;UCIA-0403:para-b;UCIA-0403:prior-screen;UCIA-0403:sector,development,uci-audit-v1,1.0.0
UCIA-0404,404,4,1.85,0.56,72.0,72.56,5,0.51,2,0,1,3.2,1,uci_audit_office_post_audit_finding,unplanned_para_discrepancy,standard,UCIA-0404:discrepancy-count;UCIA-0404:history;UCIA-0404:money-value;UCIA-0404:para-a;UCIA-0404:para-b;UCIA-0404:prior-screen;UCIA-0404:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0405,405,4,1.85,2.96,0.15,3.11,5,0.0,2,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0405:discrepancy-count;UCIA-0405:history;UCIA-0405:money-value;UCIA-0405:para-a;UCIA-0405:para-b;UCIA-0405:prior-screen;UCIA-0405:sector,development,uci-audit-v1,1.0.0
UCIA-0406,406,31,1.85,2.48,0.0,2.48,5,0.0,2,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0406:discrepancy-count;UCIA-0406:history;UCIA-0406:money-value;UCIA-0406:para-a;UCIA-0406:para-b;UCIA-0406:prior-screen;UCIA-0406:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0407,407,14,1.85,9.94,0.44,10.38,5,0.15,2,0,1,2.4,1,uci_audit_office_post_audit_finding,planned_para_discrepancy,standard,UCIA-0407:discrepancy-count;UCIA-0407:history;UCIA-0407:money-value;UCIA-0407:para-a;UCIA-0407:para-b;UCIA-0407:prior-screen;UCIA-0407:sector,development,uci-audit-v1,1.0.0
UCIA-0408,408,14,1.85,5.13,0.09,5.22,5,0.01,2,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0408:discrepancy-count;UCIA-0408:history;UCIA-0408:money-value;UCIA-0408:para-a;UCIA-0408:para-b;UCIA-0408:prior-screen;UCIA-0408:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0409,409,43,1.85,2.49,0.29,2.78,5,0.49,2,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0409:discrepancy-count;UCIA-0409:history;UCIA-0409:money-value;UCIA-0409:para-a;UCIA-0409:para-b;UCIA-0409:prior-screen;UCIA-0409:sector,development,uci-audit-v1,1.0.0
UCIA-0410,410,5,1.85,7.22,0.28,7.5,5,0.0,2,0,1,2.4,1,uci_audit_office_post_audit_finding,planned_para_discrepancy,standard,UCIA-0410:discrepancy-count;UCIA-0410:history;UCIA-0410:money-value;UCIA-0410:para-a;UCIA-0410:para-b;UCIA-0410:prior-screen;UCIA-0410:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0411,411,5,1.85,0.71,0.66,1.37,5,0.0,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,borderline,UCIA-0411:discrepancy-count;UCIA-0411:history;UCIA-0411:money-value;UCIA-0411:para-a;UCIA-0411:para-b;UCIA-0411:prior-screen;UCIA-0411:sector,development,uci-audit-v1,1.0.0
UCIA-0412,412,19,1.85,19.21,2.47,21.68,5,0.0,6,0,1,4.0,1,uci_audit_office_post_audit_finding,planned_para_discrepancy,standard,UCIA-0412:discrepancy-count;UCIA-0412:history;UCIA-0412:money-value;UCIA-0412:para-a;UCIA-0412:para-b;UCIA-0412:prior-screen;UCIA-0412:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0413,413,19,1.85,0.18,0.0,0.18,5,0.0,6,0,1,2.6,1,uci_audit_office_post_audit_finding,historical_record,standard,UCIA-0413:discrepancy-count;UCIA-0413:history;UCIA-0413:money-value;UCIA-0413:para-a;UCIA-0413:para-b;UCIA-0413:prior-screen;UCIA-0413:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0414,414,19,1.85,5.9,0.0,5.9,5,0.74,6,0,1,3.0,1,uci_audit_office_post_audit_finding,historical_record,standard,UCIA-0414:discrepancy-count;UCIA-0414:history;UCIA-0414:money-value;UCIA-0414:para-a;UCIA-0414:para-b;UCIA-0414:prior-screen;UCIA-0414:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0415,415,19,1.85,4.04,0.0,4.04,5,0.79,6,0,1,2.8,1,uci_audit_office_post_audit_finding,historical_record,standard,UCIA-0415:discrepancy-count;UCIA-0415:history;UCIA-0415:money-value;UCIA-0415:para-a;UCIA-0415:para-b;UCIA-0415:prior-screen;UCIA-0415:sector,development,uci-audit-v1,1.0.0
UCIA-0416,416,19,1.85,2.81,0.11,2.92,5,19.45,6,0,1,3.2,1,uci_audit_office_post_audit_finding,misstatement_value,standard,UCIA-0416:discrepancy-count;UCIA-0416:history;UCIA-0416:money-value;UCIA-0416:para-a;UCIA-0416:para-b;UCIA-0416:prior-screen;UCIA-0416:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0417,417,19,1.85,5.87,0.0,5.87,5,0.44,6,0,1,2.8,1,uci_audit_office_post_audit_finding,historical_record,standard,UCIA-0417:discrepancy-count;UCIA-0417:history;UCIA-0417:money-value;UCIA-0417:para-a;UCIA-0417:para-b;UCIA-0417:prior-screen;UCIA-0417:sector,development,uci-audit-v1,1.0.0
UCIA-0418,418,19,1.85,1.75,0.0,1.75,5,0.35,6,0,1,2.6,1,uci_audit_office_post_audit_finding,historical_record,borderline,UCIA-0418:discrepancy-count;UCIA-0418:history;UCIA-0418:money-value;UCIA-0418:para-a;UCIA-0418:para-b;UCIA-0418:prior-screen;UCIA-0418:sector,development,uci-audit-v1,1.0.0
UCIA-0419,419,19,1.85,2.05,0.0,2.05,5,3.53,6,0,1,2.8,1,uci_audit_office_post_audit_finding,historical_record,borderline,UCIA-0419:discrepancy-count;UCIA-0419:history;UCIA-0419:money-value;UCIA-0419:para-a;UCIA-0419:para-b;UCIA-0419:prior-screen;UCIA-0419:sector,development,uci-audit-v1,1.0.0
UCIA-0420,420,19,1.85,0.0,0.0,0.0,5,0.04,6,0,1,2.6,1,uci_audit_office_post_audit_finding,historical_record,standard,UCIA-0420:discrepancy-count;UCIA-0420:history;UCIA-0420:money-value;UCIA-0420:para-a;UCIA-0420:para-b;UCIA-0420:prior-screen;UCIA-0420:sector,development,uci-audit-v1,1.0.0
UCIA-0421,421,16,1.85,3.67,0.18,3.85,5,0.0,2,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0421:discrepancy-count;UCIA-0421:history;UCIA-0421:money-value;UCIA-0421:para-a;UCIA-0421:para-b;UCIA-0421:prior-screen;UCIA-0421:sector,development,uci-audit-v1,1.0.0
UCIA-0422,422,9,1.85,0.64,0.95,1.59,5,0.0,2,1,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0422:discrepancy-count;UCIA-0422:history;UCIA-0422:money-value;UCIA-0422:para-a;UCIA-0422:para-b;UCIA-0422:prior-screen;UCIA-0422:sector,development,uci-audit-v1,1.0.0
UCIA-0423,423,9,1.85,7.37,1.64,9.01,5,0.08,2,0,1,3.0,1,uci_audit_office_post_audit_finding,planned_para_discrepancy,standard,UCIA-0423:discrepancy-count;UCIA-0423:history;UCIA-0423:money-value;UCIA-0423:para-a;UCIA-0423:para-b;UCIA-0423:prior-screen;UCIA-0423:sector,development,uci-audit-v1,1.0.0
UCIA-0424,424,9,1.85,10.79,0.67,11.46,5,0.04,2,0,1,2.4,1,uci_audit_office_post_audit_finding,planned_para_discrepancy,standard,UCIA-0424:discrepancy-count;UCIA-0424:history;UCIA-0424:money-value;UCIA-0424:para-a;UCIA-0424:para-b;UCIA-0424:prior-screen;UCIA-0424:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0425,425,11,1.85,10.02,0.95,10.97,5,0.43,2,0,1,2.4,1,uci_audit_office_post_audit_finding,planned_para_discrepancy,standard,UCIA-0425:discrepancy-count;UCIA-0425:history;UCIA-0425:money-value;UCIA-0425:para-a;UCIA-0425:para-b;UCIA-0425:prior-screen;UCIA-0425:sector,development,uci-audit-v1,1.0.0
UCIA-0426,426,11,1.85,0.44,0.62,1.06,5,0.64,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0426:discrepancy-count;UCIA-0426:history;UCIA-0426:money-value;UCIA-0426:para-a;UCIA-0426:para-b;UCIA-0426:prior-screen;UCIA-0426:sector,development,uci-audit-v1,1.0.0
UCIA-0427,427,12,1.85,2.89,0.11,3.0,5,0.04,2,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0427:discrepancy-count;UCIA-0427:history;UCIA-0427:money-value;UCIA-0427:para-a;UCIA-0427:para-b;UCIA-0427:prior-screen;UCIA-0427:sector,development,uci-audit-v1,1.0.0
UCIA-0428,428,12,1.85,0.6,1.14,1.74,5,0.43,2,0,1,2.6,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0428:discrepancy-count;UCIA-0428:history;UCIA-0428:money-value;UCIA-0428:para-a;UCIA-0428:para-b;UCIA-0428:prior-screen;UCIA-0428:sector,development,uci-audit-v1,1.0.0
UCIA-0429,429,8,1.85,0.79,1.01,1.8,5,0.57,2,0,1,2.6,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0429:discrepancy-count;UCIA-0429:history;UCIA-0429:money-value;UCIA-0429:para-a;UCIA-0429:para-b;UCIA-0429:prior-screen;UCIA-0429:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0430,430,8,1.85,3.26,0.36,3.62,5,0.02,2,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0430:discrepancy-count;UCIA-0430:history;UCIA-0430:money-value;UCIA-0430:para-a;UCIA-0430:para-b;UCIA-0430:prior-screen;UCIA-0430:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0431,431,8,1.85,8.94,1.32,10.26,5,0.02,2,0,1,3.0,1,uci_audit_office_post_audit_finding,planned_para_discrepancy,standard,UCIA-0431:discrepancy-count;UCIA-0431:history;UCIA-0431:money-value;UCIA-0431:para-a;UCIA-0431:para-b;UCIA-0431:prior-screen;UCIA-0431:sector,development,uci-audit-v1,1.0.0
UCIA-0432,432,27,1.85,4.6,1.17,5.77,5,0.04,2,0,1,3.0,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0432:discrepancy-count;UCIA-0432:history;UCIA-0432:money-value;UCIA-0432:para-a;UCIA-0432:para-b;UCIA-0432:prior-screen;UCIA-0432:sector,development,uci-audit-v1,1.0.0
UCIA-0433,433,29,1.85,7.01,1.12,8.13,5,0.1,2,0,1,3.0,1,uci_audit_office_post_audit_finding,planned_para_discrepancy,standard,UCIA-0433:discrepancy-count;UCIA-0433:history;UCIA-0433:money-value;UCIA-0433:para-a;UCIA-0433:para-b;UCIA-0433:prior-screen;UCIA-0433:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0434,434,29,1.85,1.04,0.91,1.95,5,0.37,2,0,1,2.2,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0434:discrepancy-count;UCIA-0434:history;UCIA-0434:money-value;UCIA-0434:para-a;UCIA-0434:para-b;UCIA-0434:prior-screen;UCIA-0434:sector,development,uci-audit-v1,1.0.0
UCIA-0435,435,9,1.85,2.81,0.41,3.22,5,0.0,2,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0435:discrepancy-count;UCIA-0435:history;UCIA-0435:money-value;UCIA-0435:para-a;UCIA-0435:para-b;UCIA-0435:prior-screen;UCIA-0435:sector,development,uci-audit-v1,1.0.0
UCIA-0436,436,9,1.85,0.7,0.6,1.3,5,0.51,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,easy,UCIA-0436:discrepancy-count;UCIA-0436:history;UCIA-0436:money-value;UCIA-0436:para-a;UCIA-0436:para-b;UCIA-0436:prior-screen;UCIA-0436:sector,development,uci-audit-v1,1.0.0
UCIA-0437,437,32,1.85,0.78,0.97,1.75,5,0.97,2,0,0,2.0,0,uci_audit_office_post_audit_finding,not_flagged,borderline,UCIA-0437:discrepancy-count;UCIA-0437:history;UCIA-0437:money-value;UCIA-0437:para-a;UCIA-0437:para-b;UCIA-0437:prior-screen;UCIA-0437:sector,development,uci-audit-v1,1.0.0
UCIA-0438,438,32,1.85,7.09,1.95,9.04,5,0.0,2,0,1,3.0,1,uci_audit_office_post_audit_finding,planned_para_discrepancy,standard,UCIA-0438:discrepancy-count;UCIA-0438:history;UCIA-0438:money-value;UCIA-0438:para-a;UCIA-0438:para-b;UCIA-0438:prior-screen;UCIA-0438:sector,development,uci-audit-v1,1.0.0
UCIA-0439,439,32,1.85,1.39,1.1,2.49,5,0.0,2,0,1,2.8,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0439:discrepancy-count;UCIA-0439:history;UCIA-0439:money-value;UCIA-0439:para-a;UCIA-0439:para-b;UCIA-0439:prior-screen;UCIA-0439:sector,development,uci-audit-v1,1.0.0
UCIA-0440,440,8,1.85,2.46,0.37,2.83,5,0.0,2,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0440:discrepancy-count;UCIA-0440:history;UCIA-0440:money-value;UCIA-0440:para-a;UCIA-0440:para-b;UCIA-0440:prior-screen;UCIA-0440:sector,development,uci-audit-v1,1.0.0
UCIA-0441,441,4,1.85,2.48,0.1,2.58,5,0.0,2,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0441:discrepancy-count;UCIA-0441:history;UCIA-0441:money-value;UCIA-0441:para-a;UCIA-0441:para-b;UCIA-0441:prior-screen;UCIA-0441:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0442,442,15,1.85,1.28,1.75,3.03,5,0.0,2,0,1,2.8,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0442:discrepancy-count;UCIA-0442:history;UCIA-0442:money-value;UCIA-0442:para-a;UCIA-0442:para-b;UCIA-0442:prior-screen;UCIA-0442:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0443,443,15,1.85,3.83,0.28,4.11,5,0.0,2,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0443:discrepancy-count;UCIA-0443:history;UCIA-0443:money-value;UCIA-0443:para-a;UCIA-0443:para-b;UCIA-0443:prior-screen;UCIA-0443:sector,development,uci-audit-v1,1.0.0
UCIA-0444,444,15,1.85,3.74,0.55,4.29,5,0.0,2,0,1,2.4,0,uci_audit_office_post_audit_finding,cleared_after_flag,hard,UCIA-0444:discrepancy-count;UCIA-0444:history;UCIA-0444:money-value;UCIA-0444:para-a;UCIA-0444:para-b;UCIA-0444:prior-screen;UCIA-0444:sector,evaluation,uci-audit-v1,1.0.0
UCIA-0445,445,15,1.85,11.44,1.41,12.85,5,0.04,2,0,1,3.0,1,uci_audit_office_post_audit_finding,planned_para_discrepancy,standard,UCIA-0445:discrepancy-count;UCIA-0445:history;UCIA-0445:money-value;UCIA-0445:para-a;UCIA-0445:para-b;UCIA-0445:prior-screen;UCIA-0445:sector,evaluation,uci-audit-v1,1.0.0
