"transaction_id","posted_at","fiscal_year","fiscal_period","vendor_name","vendor_id","supplier_country","gl_account","account_name","department","cost_center","region","currency","fx_rate_used","amount_original","amount_usd","debit","credit","invoice_number","po_number","payment_method","posted_by","approved_by","approval_status","document_status","related_party_flag","risk_hint","description"
"TRX-000526","2026-06-17 03:58:00","2026","P06","BluePeak Software","V-0215","UK","6100","Travel and expense","Facilities","CC-003","UK","INR","0.012","2905333.33","34864","34864","0","INV-019462","PO-016306","Corporate card","admin","r.menon","approved","manual_override","N","sod_review","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000527","2026-06-18 06:11:00","2026","P06","Pioneer Freight","V-0244","APAC","6600","Legal fees","Sales","CC-010","APAC","EUR","1.08","32641.67","35253","35253","0","INV-019499","PO-016337","Wire","l.ortiz","n.patel","approved","duplicate_support","N","document_gap","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000528","2026-06-18 09:24:00","2026","P06","Crescent Contractors","V-0273","India","6100","Travel and expense","HR","CC-017","India","GBP","1.27","28064.57","35642","35642","0","INV-019536","","ACH","j.martin","p.nair","approved","complete","N","normal","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000529","2026-06-19 12:37:00","2026","P06","AdReach Media","V-0302","UK","6600","Legal fees","Marketing","CC-024","UK","SGD","0.74","48690.54","36031","36031","0","INV-019573","PO-016399","Manual journal","system","m.lee","approved","missing_sow","N","sod_review","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000530","2026-06-20 15:50:00","2026","P06","Zenith Consulting","V-0011","APAC","6100","Travel and expense","Finance","CC-031","APAC","USD","1","36420","36420","36420","0","INV-019610","PO-016430","UPI","a.anand","a.anand","self_approved","unsigned_invoice","N","document_gap","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000531","2026-06-21 18:03:00","2026","P06","Mehta Family Holdings","V-0040","India","6600","Legal fees","IT","CC-038","India","INR","0.012","-3067416.67","-36809","0","36809","INV-019647","PO-016461","Check","n.patel","j.martin","approved","pending_registry","Y","related_party_material","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000532","2026-06-22 21:16:00","2026","P06","Vertex Components","V-0069","UK","6100","Travel and expense","Legal","CC-045","UK","EUR","1.08","34442.59","37198","37198","0","INV-019684","PO-016492","Corporate card","rkumar","c.reed","manual_override","manual_override","N","sod_review","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000533","2026-06-24 00:29:00","2026","P06","Unknown Vendor","V-0098","APAC","6600","Legal fees","Executive","CC-052","APAC","GBP","1.27","29921.26","38000","38000","0","INV-019721","PO-016523","Wire","s.iyer","v.shah","approved","duplicate_support","N","document_gap","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000534","2026-06-25 03:42:00","2026","P06","SkyHigh Travel","V-0127","India","6100","Travel and expense","Operations","CC-059","India","SGD","2.7","14065.19","37976","37976","0","INV-019758","","ACH","m.lee","r.menon","approved","complete","N","normal","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000535","2026-06-26 06:55:00","2026","P06","GreenLeaf Facilities","V-0156","UK","6600","Legal fees","Procurement","CC-066","UK","USD","1","38365","38365","38365","0","INV-019795","PO-016585","Manual journal","p.nair","n.patel","approved","missing_sow","N","document_gap","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000536","2026-06-26 09:08:00","2026","P06","Test Supplier LLC","V-0185","APAC","6100","Travel and expense","Facilities","CC-073","APAC","INR","0.012","3229500","38754","38754","0","INV-019832","PO-016616","UPI","admin","admin","self_approved","unsigned_invoice","N","sod_review","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000537","2026-06-27 12:21:00","2026","P06","Staples Inc","V-0214","India","6600","Legal fees","Sales","CC-080","India","EUR","1.08","36243.52","39143","39143","0","INV-019869","PO-016647","Check","l.ortiz","m.lee","approved","pending_registry","N","document_gap","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000538","2026-06-28 15:34:00","2026","P06","Omega Legal LLP","V-0243","UK","6100","Travel and expense","HR","CC-007","UK","GBP","1.27","31127.56","39532","39532","0","INV-019906","PO-016678","Corporate card","j.martin","a.anand","approved","manual_override","N","document_gap","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000539","2026-06-29 18:47:00","2026","P06","Rao Family Trust","V-0272","APAC","6600","Legal fees","Marketing","CC-014","APAC","SGD","0.74","53947.3","39921","39921","0","INV-019943","PO-016709","Wire","system","j.martin","approved","duplicate_support","Y","related_party_material","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000540","2026-01-01 21:00:00","2026","P01","Northstar Advisory","V-0301","India","6100","Travel and expense","Finance","CC-021","India","USD","1","-40310","-40310","0","40310","INV-019980","","ACH","a.anand","c.reed","approved","complete","N","normal","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000541","2026-01-03 00:13:00","2026","P01","Nova Cloud Services","V-0010","UK","6600","Legal fees","IT","CC-028","UK","INR","0.012","3391583.33","40699","40699","0","INV-020017","PO-016771","Manual journal","n.patel","v.shah","approved","missing_sow","N","document_gap","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000542","2026-01-04 03:26:00","2026","P01","Atlas Hardware","V-0039","APAC","6100","Travel and expense","Legal","CC-035","APAC","EUR","1.08","38044.44","41088","41088","0","INV-020054","PO-016802","UPI","rkumar","r.menon","approved","unsigned_invoice","N","sod_review","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000543","2026-01-05 06:39:00","2026","P01","Keller Logistics","V-0068","India","6600","Legal fees","Executive","CC-042","India","GBP","1.27","32659.06","41477","41477","0","INV-020091","PO-016833","Check","s.iyer","n.patel","approved","pending_registry","N","document_gap","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000544","2026-01-05 09:52:00","2026","P01","Metro Office Supply","V-0097","UK","6100","Travel and expense","Operations","CC-049","UK","SGD","0.74","56575.68","41866","41866","0","INV-020128","PO-016864","Corporate card","m.lee","p.nair","approved","manual_override","N","document_gap","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000545","2026-01-06 12:05:00","2026","P01","Swift Courier","V-0126","APAC","6600","Legal fees","Procurement","CC-056","APAC","USD","1","42255","42255","42255","0","INV-020165","PO-016895","Wire","p.nair","m.lee","approved","duplicate_support","N","document_gap","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000546","2026-01-07 15:18:00","2026","P01","BluePeak Software","V-0155","India","6100","Travel and expense","Facilities","CC-063","India","INR","0.012","3553666.67","42644","42644","0","INV-020202","","ACH","admin","a.anand","manual_override","complete","N","sod_review","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000547","2026-01-08 18:31:00","2026","P01","Pioneer Freight","V-0184","UK","6600","Legal fees","Sales","CC-070","UK","EUR","1.08","39845.37","43033","43033","0","INV-020239","PO-016957","Manual journal","l.ortiz","j.martin","approved","missing_sow","N","document_gap","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000548","2026-01-09 21:44:00","2026","P01","Crescent Contractors","V-0213","APAC","6100","Travel and expense","HR","CC-077","APAC","GBP","0","4342200","43422","43422","0","INV-020276","PO-016988","UPI","j.martin","c.reed","approved","unsigned_invoice","N","document_gap","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000549","2026-01-11 00:57:00","2026","P01","AdReach Media","V-0242","India","6600","Legal fees","Marketing","CC-004","India","SGD","0.74","-59204.05","-43811","0","43811","INV-020313","PO-017019","Check","system","v.shah","approved","pending_registry","N","sod_review","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000550","2026-01-12 03:10:00","2026","P01","Zenith Consulting","V-0271","UK","6100","Travel and expense","Finance","CC-011","UK","USD","1","44200","44200","44200","0","INV-020350","PO-017050","Corporate card","a.anand","r.menon","approved","manual_override","N","document_gap","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000551","2026-01-13 06:23:00","2026","P01","Mehta Family Holdings","V-0300","APAC","6600","Legal fees","IT","CC-018","APAC","INR","0.012","3715750","44589","44589","0","INV-020387","PO-017081","Wire","n.patel","n.patel","self_approved","duplicate_support","Y","related_party_material","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000552","2026-01-13 09:36:00","2026","P01","Vertex Components","V-0009","India","6100","Travel and expense","Legal","CC-025","India","EUR","1.08","41646.3","44978","44978","0","INV-020424","","ACH","rkumar","p.nair","approved","complete","N","sod_review","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000553","2026-01-14 12:49:00","2026","P01","Unknown Vendor","V-0038","UK","6600","Legal fees","Executive","CC-032","UK","GBP","1.27","35722.05","45367","45367","0","INV-020461","PO-017143","Manual journal","s.iyer","m.lee","approved","missing_sow","N","document_gap","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000554","2026-01-15 15:02:00","2026","P01","SkyHigh Travel","V-0067","APAC","6100","Travel and expense","Operations","CC-039","APAC","SGD","0.74","61832.43","45756","45756","0","INV-020498","PO-017174","UPI","m.lee","a.anand","approved","unsigned_invoice","N","document_gap","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000555","2026-01-16 18:15:00","2026","P01","GreenLeaf Facilities","V-0096","India","6600","Legal fees","Procurement","CC-046","India","USD","1","46145","46145","46145","0","INV-020535","PO-017205","Check","p.nair","j.martin","approved","pending_registry","N","document_gap","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000556","2026-01-17 21:28:00","2026","P01","Test Supplier LLC","V-0125","UK","6100","Travel and expense","Facilities","CC-053","UK","INR","0.012","3877833.33","46534","46534","0","INV-020572","PO-017236","Corporate card","admin","c.reed","approved","manual_override","N","sod_review","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000557","2026-01-19 00:41:00","2026","P01","Staples Inc","V-0154","APAC","6600","Legal fees","Sales","CC-060","APAC","EUR","1.08","43447.22","46923","46923","0","INV-020609","PO-017267","Wire","l.ortiz","v.shah","approved","duplicate_support","N","document_gap","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000558","2026-01-20 03:54:00","2026","P01","Omega Legal LLP","V-0183","India","6100","Travel and expense","HR","CC-067","India","GBP","1.27","-37253.54","-47312","0","47312","INV-020646","","ACH","j.martin","r.menon","approved","complete","N","normal","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000559","2026-01-21 06:07:00","2026","P01","Rao Family Trust","V-0212","UK","6600","Legal fees","Marketing","CC-074","UK","SGD","0.74","64460.81","47701","47701","0","INV-020683","PO-017329","Manual journal","system","n.patel","approved","missing_sow","Y","related_party_material","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000560","2026-01-21 09:20:00","2026","P01","Northstar Advisory","V-0241","APAC","6100","Travel and expense","Finance","CC-001","APAC","USD","1","48090","48090","48090","0","INV-020720","PO-017360","UPI","a.anand","p.nair","manual_override","unsigned_invoice","N","document_gap","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000561","2026-01-22 12:33:00","2026","P01","Nova Cloud Services","V-0270","India","6600","Legal fees","IT","CC-008","India","INR","0.012","4039916.67","48479","48479","0","INV-020757","PO-017391","Check","n.patel","m.lee","approved","pending_registry","N","document_gap","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000562","2026-01-23 15:46:00","2026","P01","Atlas Hardware","V-0299","UK","6100","Travel and expense","Legal","CC-015","UK","EUR","1.08","45248.15","48868","48868","0","INV-020794","PO-017422","Corporate card","rkumar","a.anand","approved","manual_override","N","sod_review","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000563","2026-01-24 18:59:00","2026","P01","Keller Logistics","V-0008","APAC","6600","Legal fees","Executive","CC-022","APAC","GBP","1.27","38785.04","49257","49257","0","INV-020831","PO-017453","Wire","s.iyer","j.martin","approved","duplicate_support","N","document_gap","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000564","2026-01-25 21:12:00","2026","P01","Metro Office Supply","V-0037","India","6100","Travel and expense","Operations","CC-029","India","SGD","0.74","67089.19","49646","49646","0","INV-020868","","ACH","m.lee","c.reed","approved","complete","N","normal","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000565","2026-01-27 00:25:00","2026","P01","Swift Courier","V-0066","UK","6600","Legal fees","Procurement","CC-036","UK","USD","1","50035","50035","50035","0","INV-020905","PO-017515","Manual journal","p.nair","v.shah","approved","missing_sow","Y","related_party_material","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000566","2026-01-28 03:38:00","2026","P01","BluePeak Software","V-0095","APAC","6100","Travel and expense","Facilities","CC-043","APAC","INR","0.012","4202000","50424","50424","0","INV-020942","PO-017546","UPI","admin","r.menon","approved","unsigned_invoice","N","materiality","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000567","2026-01-29 06:51:00","2026","P01","Pioneer Freight","V-0124","India","6600","Legal fees","Sales","CC-050","India","EUR","1.08","-47049.07","-50813","0","50813","INV-020979","PO-017577","Check","l.ortiz","n.patel","approved","pending_registry","N","materiality","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000568","2026-01-29 09:04:00","2026","P01","Crescent Contractors","V-0153","UK","6100","Travel and expense","HR","CC-057","UK","GBP","1.27","40316.54","51202","51202","0","INV-021016","PO-017608","Corporate card","j.martin","p.nair","approved","manual_override","N","materiality","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000569","2026-01-30 12:17:00","2026","P01","AdReach Media","V-0182","APAC","6600","Legal fees","Marketing","CC-064","APAC","SGD","0.74","69717.57","51591","51591","0","INV-021053","PO-017639","Wire","system","m.lee","approved","duplicate_support","N","materiality","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000570","2026-01-31 15:30:00","2026","P01","Zenith Consulting","V-0211","India","6100","Travel and expense","Finance","CC-071","India","USD","1","51980","51980","51980","0","INV-021090","","ACH","a.anand","a.anand","self_approved","complete","N","materiality","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000571","2026-02-01 18:43:00","2026","P02","Mehta Family Holdings","V-0240","UK","6600","Legal fees","IT","CC-078","UK","INR","0.012","4364083.33","52369","52369","0","INV-021127","PO-017701","Manual journal","n.patel","j.martin","approved","missing_sow","Y","related_party_material","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000572","2026-02-02 21:56:00","2026","P02","Vertex Components","V-0269","APAC","6100","Travel and expense","Legal","CC-005","APAC","EUR","1.08","48850","52758","52758","0","INV-021164","PO-017732","UPI","rkumar","c.reed","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000573","2026-02-04 00:09:00","2026","P02","Unknown Vendor","V-0298","India","6600","Legal fees","Executive","CC-012","India","GBP","1.27","41848.03","53147","53147","0","INV-021201","PO-017763","Check","s.iyer","v.shah","approved","pending_registry","N","materiality","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000574","2026-02-05 03:22:00","2026","P02","SkyHigh Travel","V-0007","UK","6100","Travel and expense","Operations","CC-019","UK","SGD","0.74","72972.97","54000","54000","0","INV-021238","PO-017794","Corporate card","m.lee","r.menon","manual_override","manual_override","N","materiality","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000575","2026-02-06 06:35:00","2026","P02","GreenLeaf Facilities","V-0036","APAC","6600","Legal fees","Procurement","CC-026","APAC","USD","1","53925","53925","53925","0","INV-021275","PO-017825","Wire","p.nair","n.patel","approved","duplicate_support","N","materiality","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000576","2026-02-06 09:48:00","2026","P02","Test Supplier LLC","V-0065","India","6100","Travel and expense","Facilities","CC-033","India","INR","0.012","-4526166.67","-54314","0","54314","INV-021312","","ACH","admin","p.nair","approved","complete","N","materiality","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000577","2026-02-07 12:01:00","2026","P02","Staples Inc","V-0094","UK","6600","Legal fees","Sales","CC-040","UK","EUR","1.08","50650.93","54703","54703","0","INV-021349","PO-017887","Manual journal","l.ortiz","m.lee","approved","missing_sow","N","materiality","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000578","2026-02-08 15:14:00","2026","P02","Omega Legal LLP","V-0123","APAC","6100","Travel and expense","HR","CC-047","APAC","GBP","1.27","43379.53","55092","55092","0","INV-021386","PO-017918","UPI","j.martin","a.anand","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000579","2026-02-09 18:27:00","2026","P02","Rao Family Trust","V-0152","India","6600","Legal fees","Marketing","CC-054","India","SGD","0.74","74974.32","55481","55481","0","INV-021423","PO-017949","Check","system","j.martin","approved","pending_registry","Y","related_party_material","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000580","2026-02-10 21:40:00","2026","P02","Northstar Advisory","V-0181","UK","6100","Travel and expense","Finance","CC-061","UK","USD","1","55870","55870","55870","0","INV-021460","PO-017980","Corporate card","a.anand","c.reed","approved","manual_override","N","materiality","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000581","2026-02-12 00:53:00","2026","P02","Nova Cloud Services","V-0210","APAC","6600","Legal fees","IT","CC-068","APAC","INR","0.012","4688250","56259","56259","0","INV-021497","PO-018011","Wire","n.patel","v.shah","approved","duplicate_support","N","materiality","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000582","2026-02-13 03:06:00","2026","P02","Atlas Hardware","V-0239","India","6100","Travel and expense","Legal","CC-075","India","EUR","1.08","53703.7","58000","58000","0","INV-021534","","ACH","rkumar","r.menon","approved","complete","N","materiality","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000583","2026-02-14 06:19:00","2026","P02","Keller Logistics","V-0268","UK","6600","Legal fees","Executive","CC-002","UK","GBP","1.27","44911.02","57037","57037","0","INV-021571","PO-018073","Manual journal","s.iyer","n.patel","approved","missing_sow","N","materiality","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000584","2026-02-15 23:42:00","2026","P02","Metro Office Supply","V-0297","APAC","6100","Travel and expense","Operations","CC-009","APAC","SGD","0.74","77602.7","57426","57426","0","INV-021608","PO-018104","UPI","m.lee","p.nair","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000585","2026-02-15 12:45:00","2026","P02","Swift Courier","V-0006","India","6600","Legal fees","Procurement","CC-016","India","USD","1","-57815","-57815","0","57815","INV-021645","PO-018135","Check","p.nair","m.lee","approved","pending_registry","N","materiality","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000586","2026-02-16 15:58:00","2026","P02","BluePeak Software","V-0035","UK","6100","Travel and expense","Facilities","CC-023","UK","INR","0.012","4850333.33","58204","58204","0","INV-021682","PO-018166","Corporate card","admin","a.anand","approved","manual_override","N","materiality","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000587","2026-02-17 18:11:00","2026","P02","Pioneer Freight","V-0064","APAC","6600","Legal fees","Sales","CC-030","APAC","EUR","1.08","54252.78","58593","58593","0","INV-021719","PO-018197","Wire","l.ortiz","j.martin","approved","duplicate_support","N","materiality","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000588","2026-02-18 21:24:00","2026","P02","Crescent Contractors","V-0093","India","6100","Travel and expense","HR","CC-037","India","GBP","1.27","46442.52","58982","58982","0","INV-021756","","ACH","j.martin","c.reed","manual_override","complete","N","materiality","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000589","2026-02-20 00:37:00","2026","P02","AdReach Media","V-0122","UK","6600","Legal fees","Marketing","CC-044","UK","SGD","0.74","80231.08","59371","59371","0","INV-021793","PO-018259","Manual journal","system","v.shah","approved","missing_sow","N","materiality","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000590","2026-02-21 03:50:00","2026","P02","Zenith Consulting","V-0151","APAC","6100","Travel and expense","Finance","CC-051","APAC","USD","1","59760","59760","59760","0","INV-021830","PO-018290","UPI","a.anand","r.menon","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000591","2026-02-22 06:03:00","2026","P02","Mehta Family Holdings","V-0180","India","6600","Legal fees","IT","CC-058","India","INR","0.012","5012416.67","60149","60149","0","INV-021867","PO-018321","Check","n.patel","n.patel","self_approved","pending_registry","Y","related_party_material","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000592","2026-02-22 09:16:00","2026","P02","Vertex Components","V-0209","UK","6100","Travel and expense","Legal","CC-065","UK","EUR","1.08","56053.7","60538","60538","0","INV-021904","PO-018352","Corporate card","rkumar","p.nair","approved","manual_override","N","materiality","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000593","2026-02-23 12:29:00","2026","P02","Unknown Vendor","V-0238","APAC","6600","Legal fees","Executive","CC-072","APAC","GBP","1.27","47974.02","60927","60927","0","INV-021941","PO-018383","Wire","s.iyer","m.lee","approved","duplicate_support","N","materiality","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000594","2026-02-24 15:42:00","2026","P02","SkyHigh Travel","V-0267","India","6100","Travel and expense","Operations","CC-079","India","SGD","0.74","-82859.46","-61316","0","61316","INV-021978","","ACH","m.lee","a.anand","approved","complete","N","materiality","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000595","2026-02-25 18:55:00","2026","P02","GreenLeaf Facilities","V-0296","UK","6600","Legal fees","Procurement","CC-006","UK","USD","1","61705","61705","61705","0","INV-022015","PO-018445","Manual journal","p.nair","j.martin","approved","missing_sow","N","materiality","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
"TRX-000596","2026-02-26 21:08:00","2026","P02","Test Supplier LLC","V-0005","APAC","6100","Travel and expense","Facilities","CC-013","APAC","INR","0.012","5174500","62094","62094","0","INV-022052","PO-018476","UPI","admin","c.reed","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Test Supplier LLC - Travel and expense"
"TRX-000597","2026-02-28 00:21:00","2026","P02","Staples Inc","V-0034","India","6600","Legal fees","Sales","CC-020","India","EUR","1.08","57854.63","62483","62483","0","INV-022089","PO-018507","Check","l.ortiz","v.shah","approved","pending_registry","N","materiality","Sample ledger transaction for Staples Inc - Legal fees"
"TRX-000598","2026-03-01 03:34:00","2026","P03","Omega Legal LLP","V-0063","UK","6100","Travel and expense","HR","CC-027","UK","GBP","1.27","49505.51","62872","62872","0","INV-022126","PO-018538","Corporate card","j.martin","r.menon","approved","manual_override","N","materiality","Sample ledger transaction for Omega Legal LLP - Travel and expense"
"TRX-000599","2026-03-02 06:47:00","2026","P03","Rao Family Trust","V-0092","APAC","6600","Legal fees","Marketing","CC-034","APAC","SGD","0.74","85487.84","63261","63261","0","INV-022163","PO-018569","Wire","system","n.patel","approved","duplicate_support","Y","related_party_material","Sample ledger transaction for Rao Family Trust - Legal fees"
"TRX-000600","2026-03-02 09:00:00","2026","P03","Northstar Advisory","V-0121","India","6100","Travel and expense","Finance","CC-041","India","USD","1","63650","63650","63650","0","INV-022200","","ACH","a.anand","p.nair","approved","complete","N","materiality","Sample ledger transaction for Northstar Advisory - Travel and expense"
"TRX-000601","2026-03-03 12:13:00","2026","P03","Nova Cloud Services","V-0150","UK","6600","Legal fees","IT","CC-048","UK","INR","0.012","5336583.33","64039","64039","0","INV-022237","PO-018631","Manual journal","n.patel","m.lee","approved","missing_sow","N","materiality","Sample ledger transaction for Nova Cloud Services - Legal fees"
"TRX-000602","2026-03-04 15:26:00","2026","P03","Atlas Hardware","V-0179","APAC","6100","Travel and expense","Legal","CC-055","APAC","EUR","1.08","59655.56","64428","64428","0","INV-022274","PO-018662","UPI","rkumar","a.anand","manual_override","unsigned_invoice","N","materiality","Sample ledger transaction for Atlas Hardware - Travel and expense"
"TRX-000603","2026-03-05 18:39:00","2026","P03","Keller Logistics","V-0208","India","6600","Legal fees","Executive","CC-062","India","GBP","1.27","-51037.01","-64817","0","64817","INV-022311","PO-018693","Check","s.iyer","s.iyer","self_approved","pending_registry","N","materiality","Sample ledger transaction for Keller Logistics - Legal fees"
"TRX-000604","2026-03-06 21:52:00","2026","P03","Metro Office Supply","V-0237","UK","6100","Travel and expense","Operations","CC-069","UK","SGD","0.74","88116.22","65206","65206","0","INV-022348","PO-018724","Corporate card","m.lee","c.reed","approved","manual_override","N","materiality","Sample ledger transaction for Metro Office Supply - Travel and expense"
"TRX-000605","2026-03-08 00:05:00","2026","P03","Swift Courier","V-0266","APAC","6600","Legal fees","Procurement","CC-076","APAC","USD","1","65595","65595","65595","0","INV-022385","PO-018755","Wire","p.nair","v.shah","approved","duplicate_support","N","materiality","Sample ledger transaction for Swift Courier - Legal fees"
"TRX-000606","2026-03-09 03:18:00","2026","P03","BluePeak Software","V-0295","India","6100","Travel and expense","Facilities","CC-003","India","INR","0.012","5498666.67","65984","65984","0","INV-022422","","ACH","admin","r.menon","approved","complete","N","materiality","Sample ledger transaction for BluePeak Software - Travel and expense"
"TRX-000607","2026-03-10 06:31:00","2026","P03","Pioneer Freight","V-0004","UK","6600","Legal fees","Sales","CC-010","UK","EUR","1.08","61456.48","66373","66373","0","INV-022459","PO-018817","Manual journal","l.ortiz","n.patel","approved","missing_sow","N","materiality","Sample ledger transaction for Pioneer Freight - Legal fees"
"TRX-000608","2026-03-10 09:44:00","2026","P03","Crescent Contractors","V-0033","APAC","6100","Travel and expense","HR","CC-017","APAC","GBP","1.27","52568.5","66762","66762","0","INV-022496","PO-018848","UPI","j.martin","p.nair","approved","unsigned_invoice","N","materiality","Sample ledger transaction for Crescent Contractors - Travel and expense"
"TRX-000609","2026-03-11 12:57:00","2026","P03","AdReach Media","V-0062","India","6600","Legal fees","Marketing","CC-024","India","SGD","0.74","90744.59","67151","67151","0","INV-022533","PO-018879","Check","system","m.lee","approved","pending_registry","N","materiality","Sample ledger transaction for AdReach Media - Legal fees"
"TRX-000610","2026-03-12 15:10:00","2026","P03","Zenith Consulting","V-0091","UK","6100","Travel and expense","Finance","CC-031","UK","USD","1","67540","67540","67540","0","INV-022570","PO-018910","Corporate card","a.anand","a.anand","self_approved","manual_override","N","materiality","Sample ledger transaction for Zenith Consulting - Travel and expense"
"TRX-000611","2026-03-13 18:23:00","2026","P03","Mehta Family Holdings","V-0120","APAC","6600","Legal fees","IT","CC-038","APAC","INR","0.012","5660750","67929","67929","0","INV-022607","PO-018941","Wire","n.patel","j.martin","approved","duplicate_support","Y","related_party_material","Sample ledger transaction for Mehta Family Holdings - Legal fees"
"TRX-000612","2026-03-14 21:36:00","2026","P03","Vertex Components","V-0149","India","6100","Travel and expense","Legal","CC-045","India","EUR","1.08","-63257.41","-68318","0","68318","INV-022644","","ACH","rkumar","c.reed","approved","complete","N","materiality","Sample ledger transaction for Vertex Components - Travel and expense"
"TRX-000613","2026-03-16 00:49:00","2026","P03","Unknown Vendor","V-0178","UK","6600","Legal fees","Executive","CC-052","UK","GBP","1.27","54100","68707","68707","0","INV-022681","PO-019003","Manual journal","s.iyer","v.shah","approved","missing_sow","N","materiality","Sample ledger transaction for Unknown Vendor - Legal fees"
"TRX-000614","2026-03-17 03:02:00","2026","P03","SkyHigh Travel","V-0207","APAC","6100","Travel and expense","Operations","CC-059","APAC","SGD","0.74","93372.97","69096","69096","0","INV-022718","PO-019034","UPI","m.lee","r.menon","approved","unsigned_invoice","N","materiality","Sample ledger transaction for SkyHigh Travel - Travel and expense"
"TRX-000615","2026-03-18 06:15:00","2026","P03","GreenLeaf Facilities","V-0236","India","6600","Legal fees","Procurement","CC-066","India","USD","1","69000","69000","69000","0","INV-022755","PO-019065","Check","p.nair","n.patel","approved","pending_registry","N","materiality","Sample ledger transaction for GreenLeaf Facilities - Legal fees"
